event_id_no_cnty;event_date;event_type;actor1;inter1;actor2;inter2;country;location;fatalities
3088;31/08/2016;Battle-No change of territory;Police Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Imatong;
3087;30/08/2016;Battle-Government regains territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Pilling;0
3085;29/08/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Renk;13
3086;29/08/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Yei;10
3084;29/08/2016;Strategic development;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Government of South Sudan (2011-);1;South Sudan;Yambio;0
3083;28/08/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Lainya;1
3082;27/08/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Farajok;12
3081;25/08/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Wonduruba;
3080;25/08/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Lainya;3
3079;24/08/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Lainya;5
3078;24/08/2016;Strategic development;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Bentiu;0
3077;23/08/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Yei;
3076;21/08/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Lainya;1
3075;20/08/2016;Violence against civilians;Lou Nuer Ethnic Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Panyagor;5
3074;20/08/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Nasir;0
3073;20/08/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Gimunu;2
3072;20/08/2016;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Bor;20
3071;19/08/2016;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Pajut;
3070;19/08/2016;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Leer;
3069;18/08/2016;Battle-No change of territory;Torit East Communal Militia (South Sudan);4;Torit East Communal Militia (South Sudan);4;South Sudan;Imatong;5
3067;18/08/2016;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Leer;5
3068;18/08/2016;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Police Forces of South Sudan (2011-);1;South Sudan;Kapoeta;2
3066;17/08/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Marol Ding Ge;1
3064;16/08/2016;Remote violence;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Ulang;10
4838;15/08/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Kajo-Keji;10
3055;15/08/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Unidentified Armed Group (South Sudan);3;South Sudan;Lafon;0
3062;15/08/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Koch;5
3061;15/08/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Juba;3
3056;15/08/2016;Battle-No change of territory;Dinka Ngok Ethnic Militia (South Sudan);4;Jur Beli Ethnic Militia (South Sudan);4;South Sudan;Bahr Gel;0
3058;15/08/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Juba;
3060;15/08/2016;Violence against civilians;Military Forces of South Sudan (2011-) Military Intelligence Service;;;;;;
3059;15/08/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Leer;0
3063;15/08/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Lainya;2
3057;15/08/2016;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Kapoeta;1
3051;13/08/2016;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Unidentified Armed Group (South Sudan);3;South Sudan;Gulumbi;0
3052;13/08/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Koch Communal Militia (South Sudan);4;South Sudan;Thar Jath;45
3054;13/08/2016;Violence against civilians;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Civilians (South Sudan);7;South Sudan;Yei;
3053;13/08/2016;Remote violence;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Ulang;6
3049;13/08/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Leer;2
3050;13/08/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Unidentified Armed Group (South Sudan);3;South Sudan;Bor;2
3048;12/08/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Lobonok;15
3045;11/08/2016;Riots/Protests;Rioters (South Sudan);5;;0;South Sudan;Maridi;0
3047;11/08/2016;Strategic development;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Lasu;0
3046.0;11/08/2016;Remote violence;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Maridi;5
3042;10/08/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Lafon;0
3043.0;10/08/2016;Remote violence;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Maridi;5
3044;10/08/2016;Remote violence;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Ulang;7
3039;09/08/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Yei;0
3038;09/08/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Renk;0
3037;09/08/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Raga;0
3041;09/08/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Mayendit;0
3036;09/08/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Nasir;0
3035;09/08/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Maban;0
3034;09/08/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Lainya;
3040;09/08/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Unidentified Armed Group (South Sudan);3;South Sudan;Kimba;10
3032;08/08/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Koch Communal Militia (South Sudan);4;South Sudan;Mayendit;46
3030;08/08/2016;Battle-Non-state actor overtakes territory;Military Forces of South Sudan (2011-);1;Unidentified Armed Group (South Sudan);3;South Sudan;Lafon;0
3033;08/08/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Yei;0
3031;08/08/2016;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Military Forces of South Sudan (2011-);1;South Sudan;Yambio;
3029;07/08/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Yei;0
3028;07/08/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Mayendit;0
3027;05/08/2016;Strategic development;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Wau;0
3026;04/08/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Liang;4
3022;03/08/2016;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Bor;0
3025;03/08/2016;Violence against civilians;Pakam Communal Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Maper;3
3023;03/08/2016;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Wau;0
3024;03/08/2016;Remote violence;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Nasir;0
3021;02/08/2016;Strategic development;Government of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Ngoribo_b;0
3018;01/08/2016;Battle-Government regains territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Thonyor;
3019;01/08/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Pilling;
3020;01/08/2016;Battle-Non-state actor overtakes territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Nasir;
3017;01/08/2016;Battle-Government regains territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Adok;
3016;31/07/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Unidentified Armed Group (Sudan);3;South Sudan;Yei;5
3015;31/07/2016;Battle-Non-state actor overtakes territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Lanya;17
3011;31/07/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Wonduruba;0
3010;31/07/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Pageri;0
3009;31/07/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Nasir;
3013;31/07/2016;Battle-Non-state actor overtakes territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Katiri;17
3014;31/07/2016;Battle-Non-state actor overtakes territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Lainya;0
3012;31/07/2016;Battle-Non-state actor overtakes territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Jambo;0
3008;30/07/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Torit;7
3006;30/07/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Katiri;17
3007;30/07/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Lanya;17
3005;29/07/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Lanya;16
3004;29/07/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Katiri;16
3003;29/07/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Juba;34
3001;28/07/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Juba;33
3002;28/07/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Luri;0
2997;27/07/2016;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Juba;0
2996;27/07/2016;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Bentiu;0
2999;27/07/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Juba;33
2998;27/07/2016;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Malakal;0
3000;27/07/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Hai Jebel;0
2992;26/07/2016;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Wau;0
2991;26/07/2016;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Torit;0
2994;26/07/2016;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Lasu;0
2990;26/07/2016;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Imatong;0
2995;26/07/2016;Violence against civilians;Vigilante Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Juba;0
2993;26/07/2016;Non-violent transfer of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Ngoribo_b;0
2989;23/07/2016;Strategic development;Government of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Tonj;0
2988;22/07/2016;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Unidentified Armed Group (South Sudan);3;South Sudan;Raja;0
2987;22/07/2016;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Malualkon;0
2986;22/07/2016;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Gok-machar;0
2983;21/07/2016;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Kuajok;0
2985;21/07/2016;Violence against civilians;Rioters (South Sudan);5;Civilians (International);7;South Sudan;Rumbek;0
2984;21/07/2016;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (Ethiopia);7;South Sudan;Lainya;1
